user_id,install_date,country,platform,channel
U48364,2026-01-03,US,Android,Organic
U16723,2026-01-03,JP,iOS,Organic
U48550,2026-01-03,JP,Android,TikTok
U20212,2026-01-03,JP,iOS,Google
U07189,2026-01-03,JP,iOS,Google
U20228,2026-01-03,JP,iOS,Organic
U35810,2026-01-03,US,iOS,TikTok
U35839,2026-01-03,JP,Android,Google
U27355,2026-01-03,JP,iOS,TikTok
U35899,2026-01-03,US,iOS,Organic
U08433,2026-01-03,JP,Android,TikTok
U27321,2026-01-03,US,Android,Organic
U35951,2026-01-03,JP,iOS,Google
U35970,2026-01-03,US,iOS,Organic
U35980,2026-01-03,US,Android,Google
U27264,2026-01-03,JP,Android,TikTok
U27211,2026-01-03,US,Android,Google
U36020,2026-01-03,JP,iOS,Organic
U06395,2026-01-03,JP,iOS,TikTok
U08444,2026-01-03,JP,iOS,Google
U36035,2026-01-03,JP,iOS,Google
U27091,2026-01-03,US,iOS,Meta
U26980,2026-01-03,US,Android,Organic
U26977,2026-01-03,JP,Android,Meta
U36148,2026-01-03,US,Android,Google
U26950,2026-01-03,US,Android,Meta
U36204,2026-01-03,US,iOS,TikTok
U08505,2026-01-03,US,iOS,Organic
U36301,2026-01-03,JP,iOS,Organic
U26845,2026-01-03,JP,Android,Organic
U36350,2026-01-03,JP,iOS,Organic
U26697,2026-01-03,JP,Android,Meta
U36355,2026-01-03,JP,iOS,TikTok
U26648,2026-01-03,US,iOS,TikTok
U01623,2026-01-03,JP,Android,Google
U06419,2026-01-03,US,iOS,Google
U27432,2026-01-03,US,iOS,Meta
U27462,2026-01-03,US,Android,TikTok
U35738,2026-01-03,US,iOS,Meta
U08096,2026-01-03,JP,iOS,Meta
U28315,2026-01-03,US,Android,TikTok
U28284,2026-01-03,US,Android,TikTok
U08122,2026-01-03,JP,iOS,Organic
U35271,2026-01-03,US,Android,Meta
U28208,2026-01-03,US,iOS,Organic
U28203,2026-01-03,JP,iOS,Organic
U35305,2026-01-03,US,iOS,TikTok
U35322,2026-01-03,JP,iOS,Google
U28092,2026-01-03,US,iOS,TikTok
U06494,2026-01-03,US,Android,Organic
U28005,2026-01-03,JP,iOS,Google
U06478,2026-01-03,US,iOS,TikTok
U35482,2026-01-03,JP,iOS,Organic
U36409,2026-01-03,JP,Android,Organic
U06465,2026-01-03,US,iOS,Google
U27904,2026-01-03,JP,Android,Organic
U35516,2026-01-03,US,iOS,Meta
U08194,2026-01-03,US,iOS,Google
U35553,2026-01-03,JP,iOS,Google
U27793,2026-01-03,US,iOS,Google
U35561,2026-01-03,JP,iOS,Google
U27716,2026-01-03,JP,iOS,Meta
U35584,2026-01-03,US,iOS,TikTok
U35620,2026-01-03,US,iOS,Google
U35658,2026-01-03,JP,iOS,Meta
U08269,2026-01-03,JP,Android,Organic
U08292,2026-01-03,US,iOS,TikTok
U27537,2026-01-03,US,iOS,Meta
U35675,2026-01-03,JP,Android,TikTok
U08175,2026-01-03,JP,iOS,Meta
U26590,2026-01-03,US,Android,Organic
U08558,2026-01-03,US,iOS,Meta
U36413,2026-01-03,US,iOS,TikTok
U08721,2026-01-03,US,Android,Google
U37048,2026-01-03,JP,iOS,Meta
U25759,2026-01-03,US,iOS,Organic
U42077,2026-01-03,US,Android,Meta
U01683,2026-01-03,JP,Android,TikTok
U06065,2026-01-03,US,Android,Organic
U08777,2026-01-03,JP,iOS,TikTok
U25634,2026-01-03,JP,iOS,TikTok
U25629,2026-01-03,US,Android,Meta
U25594,2026-01-03,JP,Android,Organic
U25589,2026-01-03,US,Android,TikTok
U25574,2026-01-03,US,Android,Organic
U25563,2026-01-03,US,iOS,Organic
U25535,2026-01-03,US,Android,TikTok
U37033,2026-01-03,US,Android,Organic
U37104,2026-01-03,JP,iOS,Google
U37114,2026-01-03,US,iOS,TikTok
U37147,2026-01-03,JP,Android,TikTok
U25359,2026-01-03,JP,Android,Meta
U37203,2026-01-03,US,Android,Organic
U25290,2026-01-03,JP,iOS,Organic
U25283,2026-01-03,US,iOS,Google
U37300,2026-01-03,US,iOS,Meta
U37313,2026-01-03,US,iOS,Meta
U37316,2026-01-03,US,iOS,Organic
U00905,2026-01-03,JP,Android,Organic
U08882,2026-01-03,JP,iOS,Meta
U37361,2026-01-03,JP,iOS,Meta
U08885,2026-01-03,US,Android,Meta
U37436,2026-01-03,US,Android,TikTok
U25455,2026-01-03,US,iOS,Google
U35207,2026-01-03,US,Android,Google
U25824,2026-01-03,JP,iOS,Organic
U25901,2026-01-03,US,iOS,Meta
U26581,2026-01-03,US,iOS,TikTok
U08588,2026-01-03,JP,Android,Google
U26544,2026-01-03,US,iOS,Meta
U08598,2026-01-03,US,iOS,Meta
U26475,2026-01-03,US,iOS,Organic
U08601,2026-01-03,JP,iOS,TikTok
U36435,2026-01-03,US,iOS,Organic
U36458,2026-01-03,US,Android,Meta
U36463,2026-01-03,US,Android,Organic
U36508,2026-01-03,JP,iOS,Google
U08638,2026-01-03,US,iOS,Meta
U26412,2026-01-03,US,iOS,Google
U26343,2026-01-03,US,iOS,Meta
U26342,2026-01-03,JP,Android,Meta
U36971,2026-01-03,US,Android,Organic
U36642,2026-01-03,US,iOS,Meta
U26299,2026-01-03,US,iOS,TikTok
U36682,2026-01-03,JP,Android,TikTok
U36754,2026-01-03,US,iOS,Meta
U36759,2026-01-03,US,Android,Organic
U08648,2026-01-03,US,iOS,TikTok
U36791,2026-01-03,US,Android,Organic
U06177,2026-01-03,JP,Android,Organic
U36911,2026-01-03,US,Android,Meta
U36917,2026-01-03,JP,iOS,Organic
U36928,2026-01-03,JP,iOS,Meta
U36933,2026-01-03,US,Android,TikTok
U01666,2026-01-03,JP,iOS,TikTok
U25952,2026-01-03,JP,iOS,Google
U25912,2026-01-03,JP,iOS,Organic
U36681,2026-01-03,US,iOS,Meta
U28351,2026-01-03,JP,iOS,TikTok
U08092,2026-01-03,US,iOS,TikTok
U28381,2026-01-03,US,iOS,TikTok
U30872,2026-01-03,JP,Android,Google
U07417,2026-01-03,US,iOS,TikTok
U30860,2026-01-03,JP,iOS,TikTok
U30843,2026-01-03,US,iOS,Organic
U33036,2026-01-03,JP,Android,Meta
U03006,2026-01-03,JP,iOS,Organic
U07452,2026-01-03,JP,iOS,TikTok
U07484,2026-01-03,US,iOS,TikTok
U30750,2026-01-03,US,Android,Meta
U30743,2026-01-03,US,iOS,Google
U07488,2026-01-03,JP,Android,Organic
U30698,2026-01-03,US,iOS,TikTok
U01363,2026-01-03,US,Android,Meta
U30675,2026-01-03,US,iOS,Meta
U32980,2026-01-03,JP,iOS,Organic
U06973,2026-01-03,JP,Android,TikTok
U33082,2026-01-03,US,Android,Organic
U30650,2026-01-03,JP,iOS,Organic
U33117,2026-01-03,JP,Android,Google
U30599,2026-01-03,JP,Android,Google
U01374,2026-01-03,US,iOS,Meta
U06955,2026-01-03,JP,iOS,Google
U33214,2026-01-03,JP,iOS,TikTok
U33215,2026-01-03,JP,iOS,TikTok
U30490,2026-01-03,US,iOS,Meta
U33280,2026-01-03,US,Android,TikTok
U06889,2026-01-03,JP,iOS,Organic
U06886,2026-01-03,JP,iOS,Google
U06839,2026-01-03,US,Android,Meta
U30261,2026-01-03,US,iOS,Google
U30660,2026-01-03,JP,iOS,Organic
U30260,2026-01-03,US,Android,Organic
U32947,2026-01-03,JP,Android,Google
U32916,2026-01-03,JP,iOS,Organic
U31940,2026-01-03,US,iOS,TikTok
U07183,2026-01-03,US,Android,TikTok
U01274,2026-01-03,US,Android,Google
U32116,2026-01-03,JP,iOS,Organic
U31734,2026-01-03,US,iOS,Meta
U07155,2026-01-03,US,iOS,Meta
U07147,2026-01-03,JP,iOS,Meta
U31701,2026-01-03,US,iOS,Organic
U07215,2026-01-03,US,iOS,Meta
U32225,2026-01-03,JP,iOS,Meta
U31565,2026-01-03,JP,iOS,Organic
U32259,2026-01-03,JP,iOS,Organic
U32289,2026-01-03,US,Android,Organic
U31505,2026-01-03,JP,iOS,TikTok
U30944,2026-01-03,JP,iOS,TikTok
U31443,2026-01-03,JP,iOS,TikTok
U32372,2026-01-03,US,iOS,TikTok
U32385,2026-01-03,JP,Android,TikTok
U31361,2026-01-03,JP,iOS,TikTok
U31351,2026-01-03,JP,iOS,Organic
U32419,2026-01-03,JP,Android,Google
U32525,2026-01-03,US,iOS,TikTok
U31312,2026-01-03,JP,iOS,Organic
U03035,2026-01-03,JP,iOS,TikTok
U31218,2026-01-03,US,iOS,TikTok
U32621,2026-01-03,US,Android,Meta
U32719,2026-01-03,JP,Android,TikTok
U32734,2026-01-03,US,iOS,Google
U32762,2026-01-03,JP,iOS,TikTok
U31085,2026-01-03,US,iOS,Google
U31433,2026-01-03,JP,Android,Google
U37459,2026-01-03,US,Android,Organic
U30257,2026-01-03,JP,iOS,Organic
U30246,2026-01-03,US,iOS,Meta
U29206,2026-01-03,US,iOS,Meta
U29155,2026-01-03,US,Android,Organic
U06661,2026-01-03,US,Android,Meta
U29125,2026-01-03,JP,iOS,Organic
U02974,2026-01-03,US,Android,Meta
U06650,2026-01-03,US,Android,TikTok
U29106,2026-01-03,US,iOS,Google
U34620,2026-01-03,JP,iOS,Meta
U34637,2026-01-03,JP,Android,TikTok
U34657,2026-01-03,US,Android,TikTok
U29055,2026-01-03,US,iOS,TikTok
U34707,2026-01-03,JP,iOS,TikTok
U29003,2026-01-03,JP,iOS,Organic
U28992,2026-01-03,JP,iOS,Google
U34427,2026-01-03,JP,iOS,Google
U28972,2026-01-03,US,Android,TikTok
U34761,2026-01-03,JP,iOS,Organic
U01493,2026-01-03,US,iOS,TikTok
U28911,2026-01-03,JP,iOS,Google
U28878,2026-01-03,US,Android,Meta
U01091,2026-01-03,US,iOS,Meta
U28855,2026-01-03,US,iOS,TikTok
U28787,2026-01-03,US,iOS,Meta
U34831,2026-01-03,JP,iOS,Meta
U06561,2026-01-03,JP,iOS,Organic
U28580,2026-01-03,JP,Android,TikTok
U35068,2026-01-03,JP,Android,Organic
U35162,2026-01-03,US,iOS,TikTok
U28427,2026-01-03,JP,iOS,Meta
U08072,2026-01-03,JP,iOS,Meta
U07963,2026-01-03,JP,iOS,TikTok
U07714,2026-01-03,JP,iOS,TikTok
U34378,2026-01-03,US,Android,Meta
U01126,2026-01-03,US,Android,Meta
U30234,2026-01-03,JP,iOS,Google
U33468,2026-01-03,JP,Android,TikTok
U30024,2026-01-03,US,iOS,TikTok
U07745,2026-01-03,US,iOS,Meta
U29942,2026-01-03,JP,Android,TikTok
U29912,2026-01-03,US,iOS,TikTok
U33712,2026-01-03,JP,iOS,TikTok
U33724,2026-01-03,JP,Android,Google
U29844,2026-01-03,JP,iOS,Google
U33824,2026-01-03,US,iOS,TikTok
U29825,2026-01-03,JP,Android,TikTok
U33837,2026-01-03,JP,iOS,Organic
U33838,2026-01-03,US,iOS,TikTok
U29805,2026-01-03,JP,Android,Meta
U34361,2026-01-03,US,iOS,Organic
U29766,2026-01-03,US,Android,Google
U07793,2026-01-03,US,Android,Google
U34027,2026-01-03,JP,iOS,TikTok
U29710,2026-01-03,JP,iOS,Google
U34053,2026-01-03,JP,iOS,Organic
U06729,2026-01-03,JP,Android,Organic
U07824,2026-01-03,US,iOS,Google
U07841,2026-01-03,US,Android,Meta
U34217,2026-01-03,JP,Android,TikTok
U29500,2026-01-03,JP,iOS,TikTok
U06683,2026-01-03,US,iOS,TikTok
U34271,2026-01-03,US,Android,Google
U29469,2026-01-03,JP,iOS,Google
U29403,2026-01-03,JP,Android,Google
U29375,2026-01-03,US,Android,Meta
U06783,2026-01-03,US,iOS,Meta
U01721,2026-01-03,JP,iOS,Organic
U37050,2026-01-03,JP,iOS,TikTok
U37474,2026-01-03,JP,iOS,Google
U01912,2026-01-03,US,iOS,Organic
U09657,2026-01-03,US,iOS,TikTok
U39948,2026-01-03,JP,Android,Organic
U39975,2026-01-03,JP,iOS,Meta
U22252,2026-01-03,US,Android,TikTok
U09664,2026-01-03,JP,iOS,Organic
U05501,2026-01-03,JP,Android,Organic
U22147,2026-01-03,JP,Android,Organic
U22146,2026-01-03,US,iOS,Organic
U22134,2026-01-03,US,Android,TikTok
U40236,2026-01-03,JP,Android,Organic
U22084,2026-01-03,JP,Android,Organic
U22418,2026-01-03,JP,iOS,TikTok
U40280,2026-01-03,US,iOS,TikTok
U09741,2026-01-03,US,iOS,Meta
U40379,2026-01-03,JP,iOS,Organic
U40385,2026-01-03,JP,iOS,Organic
U09760,2026-01-03,US,Android,Google
U40398,2026-01-03,US,iOS,Google
U21889,2026-01-03,JP,iOS,Organic
U21873,2026-01-03,US,Android,Google
U00681,2026-01-03,JP,Android,Organic
U02840,2026-01-03,JP,Android,TikTok
U40481,2026-01-03,JP,Android,Organic
U40527,2026-01-03,US,iOS,TikTok
U05465,2026-01-03,US,iOS,Organic
U40299,2026-01-03,JP,iOS,Organic
U09785,2026-01-03,US,iOS,Google
U39753,2026-01-03,US,iOS,Organic
U39740,2026-01-03,JP,iOS,TikTok
U23021,2026-01-03,US,iOS,Meta
U05625,2026-01-03,US,iOS,TikTok
U09440,2026-01-03,JP,Android,Google
U39245,2026-01-03,JP,iOS,TikTok
U39393,2026-01-03,US,Android,Organic
U39397,2026-01-03,JP,Android,Organic
U22952,2026-01-03,JP,Android,Organic
U39466,2026-01-03,US,Android,Google
U39468,2026-01-03,US,iOS,TikTok
U22878,2026-01-03,JP,Android,Organic
U39501,2026-01-03,US,iOS,Organic
U05568,2026-01-03,JP,iOS,Google
U03141,2026-01-03,JP,Android,Meta
U22830,2026-01-03,US,iOS,Google
U22773,2026-01-03,JP,iOS,Organic
U22770,2026-01-03,US,Android,Meta
U22737,2026-01-03,US,iOS,Meta
U00738,2026-01-03,JP,Android,Google
U22669,2026-01-03,JP,iOS,Organic
U05552,2026-01-03,JP,iOS,Organic
U05542,2026-01-03,US,iOS,Google
U09556,2026-01-03,US,Android,TikTok
U09606,2026-01-03,US,Android,Google
U22544,2026-01-03,US,iOS,TikTok
U22498,2026-01-03,US,Android,Google
U22431,2026-01-03,JP,Android,Organic
U39528,2026-01-03,US,iOS,TikTok
U21698,2026-01-03,US,Android,Meta
U09849,2026-01-03,JP,iOS,Organic
U09898,2026-01-03,US,iOS,Meta
U20774,2026-01-03,JP,Android,TikTok
U10051,2026-01-03,US,Android,Google
U20714,2026-01-03,JP,Android,Organic
U20697,2026-01-03,US,iOS,Meta
U41546,2026-01-03,JP,iOS,Organic
U20658,2026-01-03,JP,iOS,Organic
U41657,2026-01-03,JP,iOS,Google
U41678,2026-01-03,JP,iOS,TikTok
U05272,2026-01-03,JP,iOS,Organic
U41740,2026-01-03,US,Android,TikTok
U10178,2026-01-03,JP,iOS,Google
U20565,2026-01-03,US,iOS,TikTok
U41426,2026-01-03,JP,iOS,TikTok
U00591,2026-01-03,JP,iOS,Meta
U20517,2026-01-03,US,iOS,Google
U10208,2026-01-03,JP,Android,TikTok
U20459,2026-01-03,JP,Android,TikTok
U41763,2026-01-03,JP,Android,TikTok
U20425,2026-01-03,US,iOS,Google
U41772,2026-01-03,US,Android,Organic
U41829,2026-01-03,US,Android,Organic
U10246,2026-01-03,JP,Android,Google
U10259,2026-01-03,JP,iOS,Google
U41910,2026-01-03,JP,Android,Meta
U41983,2026-01-03,US,Android,Organic
U20271,2026-01-03,US,Android,Organic
U10186,2026-01-03,US,iOS,Google
U10035,2026-01-03,US,Android,Meta
U41388,2026-01-03,US,Android,TikTok
U41385,2026-01-03,US,iOS,TikTok
U40638,2026-01-03,JP,Android,TikTok
U40706,2026-01-03,US,iOS,Meta
U21583,2026-01-03,US,iOS,TikTok
U40744,2026-01-03,JP,Android,TikTok
U21561,2026-01-03,US,iOS,Google
U21553,2026-01-03,JP,iOS,Google
U31951,2026-01-03,US,Android,Google
U40842,2026-01-03,JP,Android,Meta
U21517,2026-01-03,US,Android,Meta
U09909,2026-01-03,US,Android,Organic
U21495,2026-01-03,JP,Android,Organic
U21491,2026-01-03,JP,Android,Google
U05372,2026-01-03,US,iOS,TikTok
U21453,2026-01-03,JP,iOS,Organic
U21404,2026-01-03,US,iOS,Meta
U21332,2026-01-03,US,Android,Organic
U21305,2026-01-03,US,iOS,Meta
U21288,2026-01-03,US,iOS,Organic
U21261,2026-01-03,JP,Android,Google
U21218,2026-01-03,US,Android,TikTok
U21170,2026-01-03,JP,iOS,Organic
U21158,2026-01-03,US,iOS,Organic
U00632,2026-01-03,JP,iOS,TikTok
U21054,2026-01-03,US,Android,Organic
U41309,2026-01-03,JP,iOS,Google
U20944,2026-01-03,US,Android,Organic
U20902,2026-01-03,JP,iOS,Meta
U23025,2026-01-03,JP,iOS,Google
U23076,2026-01-03,JP,iOS,TikTok
U09902,2026-01-03,JP,iOS,Organic
U23091,2026-01-03,JP,Android,Organic
U38496,2026-01-03,US,Android,TikTok
U03116,2026-01-03,US,iOS,Organic
U09260,2026-01-03,US,Android,TikTok
U05710,2026-01-03,US,Android,Organic
U23925,2026-01-03,JP,Android,Organic
U24731,2026-01-03,JP,Android,Google
U05688,2026-01-03,US,Android,TikTok
U37947,2026-01-03,US,Android,TikTok
U24045,2026-01-03,JP,iOS,TikTok
U23864,2026-01-03,US,iOS,TikTok
U38703,2026-01-03,US,Android,TikTok
U08956,2026-01-03,JP,iOS,TikTok
U38705,2026-01-03,JP,iOS,TikTok
U01820,2026-01-03,US,Android,Google
U38784,2026-01-03,US,iOS,TikTok
U37898,2026-01-03,US,iOS,Google
U23689,2026-01-03,JP,iOS,Organic
U23679,2026-01-03,JP,iOS,Google
U23861,2026-01-03,JP,iOS,Meta
U24050,2026-01-03,JP,Android,Organic
U38475,2026-01-03,JP,Android,Organic
U37970,2026-01-03,US,iOS,Organic
U09023,2026-01-03,JP,Android,Organic
U24450,2026-01-03,US,iOS,Meta
U38268,2026-01-03,US,iOS,TikTok
U38305,2026-01-03,JP,Android,Google
U38129,2026-01-03,JP,iOS,TikTok
U38376,2026-01-03,US,iOS,Google
U38379,2026-01-03,JP,Android,TikTok
U38127,2026-01-03,JP,iOS,Organic
U38398,2026-01-03,JP,iOS,Meta
U09122,2026-01-03,US,Android,Organic
U24221,2026-01-03,US,iOS,Google
U23079,2026-01-03,US,Android,TikTok
U38402,2026-01-03,JP,Android,TikTok
U24601,2026-01-03,JP,Android,Organic
U01792,2026-01-03,US,iOS,Meta
U38425,2026-01-03,US,iOS,Google
U24187,2026-01-03,JP,Android,Meta
U24684,2026-01-03,JP,iOS,Organic
U05723,2026-01-03,JP,iOS,TikTok
U37875,2026-01-03,JP,Android,Google
U38817,2026-01-03,JP,iOS,Organic
U38136,2026-01-03,US,Android,Meta
U23569,2026-01-03,JP,iOS,Google
U05958,2026-01-03,JP,iOS,Google
U38952,2026-01-03,US,Android,TikTok
U23355,2026-01-03,JP,Android,Google
U09299,2026-01-03,JP,iOS,Meta
U39005,2026-01-03,JP,iOS,Google
U25050,2026-01-03,US,Android,Meta
U39029,2026-01-03,US,Android,Organic
U39081,2026-01-03,US,iOS,Google
U39084,2026-01-03,JP,iOS,Google
U39087,2026-01-03,US,iOS,Meta
U25064,2026-01-03,US,Android,Organic
U23231,2026-01-03,JP,Android,Google
U39101,2026-01-03,US,Android,Google
U25074,2026-01-03,US,iOS,Meta
U25076,2026-01-03,US,iOS,Organic
U01835,2026-01-03,US,iOS,Google
U23524,2026-01-03,US,Android,Meta
U37633,2026-01-03,US,Android,Organic
U24869,2026-01-03,JP,iOS,Meta
U37718,2026-01-03,US,iOS,Google
U24904,2026-01-03,JP,iOS,TikTok
U24884,2026-01-03,US,Android,Google
U24927,2026-01-03,US,Android,TikTok
U38913,2026-01-03,JP,iOS,Organic
U08704,2026-01-04,US,Android,Meta
U07330,2026-01-04,JP,iOS,Google
U03481,2026-01-04,US,Android,Meta
U10112,2026-01-04,JP,Android,Organic
U10110,2026-01-04,JP,iOS,TikTok
U06967,2026-01-04,US,iOS,Google
U06109,2026-01-04,US,iOS,Google
U10217,2026-01-04,US,Android,TikTok
U04978,2026-01-04,JP,Android,Organic
U09965,2026-01-04,US,Android,Organic
U04374,2026-01-04,US,Android,TikTok
U06014,2026-01-04,US,Android,Google
U11150,2026-01-04,US,iOS,Meta
U07594,2026-01-04,US,iOS,Organic
U07570,2026-01-04,US,iOS,Organic
U04377,2026-01-04,US,iOS,Meta
U05880,2026-01-04,JP,Android,Google
U10970,2026-01-04,JP,iOS,TikTok
U10261,2026-01-04,US,iOS,Organic
U07623,2026-01-04,US,iOS,Google
U08711,2026-01-04,JP,iOS,Organic
U11073,2026-01-04,US,Android,TikTok
U10394,2026-01-04,JP,Android,Organic
U04937,2026-01-04,US,iOS,Organic
U07171,2026-01-04,JP,iOS,TikTok
U04534,2026-01-04,JP,Android,TikTok
U06945,2026-01-04,JP,iOS,Meta
U07250,2026-01-04,US,iOS,Meta
U07108,2026-01-04,US,Android,TikTok
U08957,2026-01-04,JP,Android,Organic
U04280,2026-01-04,JP,iOS,Google
U05934,2026-01-04,JP,iOS,TikTok
U03331,2026-01-04,US,iOS,Google
U05041,2026-01-04,JP,Android,Meta
U04336,2026-01-04,US,Android,Google
U05299,2026-01-04,US,iOS,TikTok
U05330,2026-01-04,JP,iOS,Google
U04443,2026-01-04,US,Android,TikTok
U08823,2026-01-04,US,iOS,TikTok
U05857,2026-01-04,US,Android,Google
U03412,2026-01-04,JP,Android,TikTok
U05215,2026-01-04,JP,iOS,TikTok
U08935,2026-01-04,JP,Android,Google
U05004,2026-01-04,JP,iOS,TikTok
U10003,2026-01-04,JP,iOS,Google
U05336,2026-01-04,US,Android,TikTok
U11138,2026-01-04,JP,iOS,Organic
U05986,2026-01-04,US,iOS,Organic
U09978,2026-01-04,JP,iOS,Organic
U07016,2026-01-04,US,iOS,TikTok
U05367,2026-01-04,JP,iOS,TikTok
U08891,2026-01-04,US,iOS,Google
U07363,2026-01-04,US,iOS,Meta
U07076,2026-01-04,JP,Android,Organic
U05008,2026-01-04,US,iOS,Meta
U06970,2026-01-04,JP,iOS,TikTok
U07355,2026-01-04,US,iOS,Meta
U05817,2026-01-04,US,iOS,TikTok
U11131,2026-01-04,JP,iOS,Organic
U07386,2026-01-04,JP,Android,TikTok
U11198,2026-01-04,JP,iOS,Organic
U05778,2026-01-04,JP,iOS,TikTok
U08450,2026-01-04,US,Android,Organic
U10620,2026-01-04,US,iOS,TikTok
U05565,2026-01-04,US,iOS,TikTok
U09553,2026-01-04,US,Android,Google
U06358,2026-01-04,JP,iOS,Organic
U08487,2026-01-04,US,Android,TikTok
U04670,2026-01-04,US,Android,Google
U04671,2026-01-04,JP,iOS,TikTok
U04126,2026-01-04,US,Android,Organic
U11017,2026-01-04,JP,iOS,Organic
U10581,2026-01-04,US,Android,Meta
U05639,2026-01-04,JP,iOS,Meta
U06567,2026-01-04,US,iOS,TikTok
U04616,2026-01-04,US,iOS,TikTok
U08011,2026-01-04,JP,Android,Google
U07990,2026-01-04,US,iOS,Meta
U07967,2026-01-04,US,Android,Organic
U04080,2026-01-04,US,Android,TikTok
U05676,2026-01-04,US,Android,TikTok
U06490,2026-01-04,JP,Android,Organic
U09458,2026-01-04,JP,iOS,Organic
U06439,2026-01-04,JP,iOS,TikTok
U09425,2026-01-04,JP,Android,TikTok
U05634,2026-01-04,US,iOS,TikTok
U08304,2026-01-04,JP,iOS,TikTok
U09416,2026-01-04,JP,Android,Organic
U08290,2026-01-04,US,iOS,Meta
U08383,2026-01-04,US,iOS,Organic
U08263,2026-01-04,US,Android,TikTok
U06402,2026-01-04,JP,Android,Organic
U04667,2026-01-04,JP,Android,Meta
U06448,2026-01-04,US,iOS,TikTok
U03940,2026-01-04,US,iOS,Meta
U11377,2026-01-04,US,iOS,Google
U09457,2026-01-04,JP,iOS,TikTok
U10731,2026-01-04,US,iOS,Google
U05603,2026-01-04,JP,iOS,TikTok
U09378,2026-01-04,US,Android,Meta
U09316,2026-01-04,US,iOS,Organic
U11451,2026-01-04,US,iOS,TikTok
U06611,2026-01-04,US,iOS,Meta
U04730,2026-01-04,JP,Android,Organic
U06684,2026-01-04,US,iOS,Meta
U09780,2026-01-04,US,iOS,Organic
U09192,2026-01-04,US,Android,Meta
U04907,2026-01-04,JP,Android,Organic
U06760,2026-01-04,JP,iOS,Google
U10450,2026-01-04,US,Android,Meta
U09806,2026-01-04,US,Android,Organic
U11575,2026-01-04,US,iOS,Meta
U04597,2026-01-04,JP,Android,TikTok
U10441,2026-01-04,US,Android,TikTok
U06181,2026-01-04,US,Android,Organic
U10425,2026-01-04,US,iOS,Google
U09060,2026-01-04,US,Android,Google
U05416,2026-01-04,JP,iOS,Organic
U03526,2026-01-04,JP,Android,TikTok
U07741,2026-01-04,JP,iOS,TikTok
U05407,2026-01-04,JP,Android,Google
U10453,2026-01-04,JP,iOS,Organic
U09217,2026-01-04,US,iOS,Meta
U03561,2026-01-04,US,iOS,TikTok
U09251,2026-01-04,JP,Android,TikTok
U05508,2026-01-04,US,iOS,Google
U10805,2026-01-04,JP,Android,Organic
U10814,2026-01-04,JP,Android,TikTok
U10506,2026-01-04,JP,iOS,Organic
U10487,2026-01-04,JP,Android,TikTok
U04752,2026-01-04,US,Android,TikTok
U06634,2026-01-04,US,Android,TikTok
U09266,2026-01-04,JP,Android,Meta
U11177,2026-01-04,JP,Android,Organic
U05499,2026-01-04,JP,Android,TikTok
U11491,2026-01-04,US,iOS,Organic
U06663,2026-01-04,JP,Android,Meta
U11207,2026-01-04,US,Android,Google
U09692,2026-01-04,US,Android,Google
U07899,2026-01-04,US,iOS,Meta
U06672,2026-01-04,US,iOS,TikTok
U06675,2026-01-04,US,Android,TikTok
U09765,2026-01-04,JP,iOS,TikTok
U04753,2026-01-04,JP,iOS,Meta
U09609,2026-01-04,US,Android,Google
U00001,2026-01-04,US,iOS,TikTok
U11852,2026-01-04,JP,iOS,Meta
U36022,2026-01-04,JP,iOS,TikTok
U36053,2026-01-04,JP,Android,TikTok
U36065,2026-01-04,US,iOS,Organic
U36110,2026-01-04,US,Android,Google
U36256,2026-01-04,US,iOS,TikTok
U36428,2026-01-04,US,Android,TikTok
U36517,2026-01-04,JP,iOS,TikTok
U36619,2026-01-04,JP,iOS,TikTok
U36700,2026-01-04,US,Android,Organic
U36765,2026-01-04,JP,Android,Organic
U36843,2026-01-04,US,iOS,Organic
U37008,2026-01-04,US,Android,TikTok
U37054,2026-01-04,JP,iOS,Google
U37086,2026-01-04,JP,iOS,Organic
U37324,2026-01-04,US,iOS,Organic
U35979,2026-01-04,US,Android,Organic
U37537,2026-01-04,US,iOS,Organic
U35942,2026-01-04,US,iOS,TikTok
U35770,2026-01-04,US,iOS,Meta
U34974,2026-01-04,US,iOS,TikTok
U34988,2026-01-04,JP,iOS,Organic
U35009,2026-01-04,JP,iOS,Organic
U35180,2026-01-04,US,iOS,Google
U35246,2026-01-04,US,Android,TikTok
U35324,2026-01-04,JP,iOS,Meta
U35354,2026-01-04,JP,Android,Meta
U35366,2026-01-04,US,iOS,Organic
U35416,2026-01-04,JP,Android,TikTok
U35457,2026-01-04,JP,Android,Organic
U35487,2026-01-04,US,iOS,TikTok
U35558,2026-01-04,US,Android,Meta
U35618,2026-01-04,US,Android,TikTok
U35743,2026-01-04,JP,iOS,Meta
U35749,2026-01-04,US,Android,Meta
U35783,2026-01-04,JP,Android,TikTok
U37641,2026-01-04,US,iOS,Meta
U37663,2026-01-04,JP,Android,Organic
U37682,2026-01-04,JP,iOS,Organic
U38879,2026-01-04,JP,iOS,Meta
U39139,2026-01-04,JP,iOS,TikTok
U39214,2026-01-04,US,iOS,TikTok
U39335,2026-01-04,US,iOS,Organic
U39378,2026-01-04,JP,iOS,Organic
U39476,2026-01-04,JP,iOS,Organic
U39506,2026-01-04,US,Android,TikTok
U39560,2026-01-04,US,iOS,Google
