user_id,date,day_since_install,sessions,playtime_minutes
U12890,2026-01-30,2,1,27.5
U12891,2026-01-30,3,1,21.8
U12907,2026-01-30,19,1,27.2
U12919,2026-01-30,16,4,73.4
U12923,2026-01-30,21,2,63.2
U12930,2026-01-30,4,1,12.0
U12934,2026-01-30,22,1,11.2
U12936,2026-01-30,1,2,9.3
U12946,2026-01-30,4,2,32.7
U12949,2026-01-30,12,2,42.7
U12954,2026-01-30,0,2,8.1
U12969,2026-01-30,8,1,36.6
U12972,2026-01-30,22,1,59.7
U12975,2026-01-30,9,2,48.5
U12981,2026-01-30,0,2,24.9
U12998,2026-01-30,22,1,41.2
U12999,2026-01-30,25,4,24.0
U13004,2026-01-30,23,3,94.5
U13006,2026-01-30,0,3,36.9
U13008,2026-01-30,0,2,5.1
U13012,2026-01-30,2,4,8.9
U13021,2026-01-30,19,1,60.1
U13022,2026-01-30,20,1,2.7
U13064,2026-01-30,4,1,21.7
U13067,2026-01-30,5,3,33.2
U13096,2026-01-30,25,2,25.8
U13106,2026-01-30,2,4,25.0
U13107,2026-01-30,8,1,54.6
U13133,2026-01-30,4,1,17.5
U13142,2026-01-30,3,2,14.8
U13162,2026-01-30,2,2,8.0
U13169,2026-01-30,22,2,128.4
U13171,2026-01-30,22,1,17.4
U13172,2026-01-30,23,3,33.3
U13174,2026-01-30,12,2,31.7
U13175,2026-01-30,9,1,49.0
U13176,2026-01-30,0,1,40.7
U13188,2026-01-30,0,3,55.6
U13200,2026-01-30,12,2,46.2
U13203,2026-01-30,5,2,35.3
U13214,2026-01-30,24,2,30.9
U13224,2026-01-30,7,3,1.7
U13246,2026-01-30,3,1,21.7
U13249,2026-01-30,7,5,27.0
U13259,2026-01-30,9,2,31.8
U13261,2026-01-30,6,3,41.8
U13269,2026-01-30,3,1,9.3
U13270,2026-01-30,0,3,9.7
U13273,2026-01-30,11,1,16.5
U13277,2026-01-30,4,3,15.4
U13286,2026-01-30,11,3,31.7
U13312,2026-01-30,20,2,56.1
U13321,2026-01-30,3,1,21.9
U13324,2026-01-30,28,1,32.1
U13326,2026-01-30,26,1,21.1
U13337,2026-01-30,0,3,44.4
U13354,2026-01-30,4,3,41.8
U13355,2026-01-30,18,1,25.3
U13363,2026-01-30,10,3,40.1
U13364,2026-01-30,26,1,30.3
U13366,2026-01-30,4,3,15.5
U13392,2026-01-30,22,3,28.6
U13397,2026-01-30,7,2,34.1
U13402,2026-01-30,16,2,39.7
U13409,2026-01-30,0,3,27.9
U13425,2026-01-30,4,1,12.0
U13435,2026-01-30,19,3,32.4
U13436,2026-01-30,10,1,50.4
U13443,2026-01-30,19,3,24.7
U13448,2026-01-30,9,3,32.7
U13454,2026-01-30,3,1,29.1
U13461,2026-01-30,15,2,5.2
U13467,2026-01-30,5,3,37.5
U13478,2026-01-30,0,1,39.7
U13491,2026-01-30,18,2,25.1
U13510,2026-01-30,18,1,6.8
U13515,2026-01-30,18,1,26.0
U13518,2026-01-30,15,4,34.4
U13529,2026-01-30,3,4,41.1
U13549,2026-01-30,8,1,81.4
U13551,2026-01-30,3,3,34.0
U13555,2026-01-30,12,2,48.4
U13568,2026-01-30,0,3,21.2
U13577,2026-01-30,5,2,49.3
U13578,2026-01-30,0,2,25.3
U13597,2026-01-30,10,2,13.7
U13603,2026-01-30,21,2,61.1
U13608,2026-01-30,29,2,9.8
U13611,2026-01-30,0,1,47.5
U13613,2026-01-30,18,3,44.9
U13617,2026-01-30,0,2,21.8
U13626,2026-01-30,6,3,63.8
U13630,2026-01-30,25,3,27.9
U13635,2026-01-30,21,3,35.6
U13657,2026-01-30,25,2,15.0
U13658,2026-01-30,0,3,55.5
U13664,2026-01-30,5,4,42.8
U13672,2026-01-30,5,3,17.4
U13675,2026-01-30,0,1,63.6
U13689,2026-01-30,1,3,31.8
U13722,2026-01-30,16,3,43.2
U13732,2026-01-30,5,1,50.2
U13737,2026-01-30,0,3,49.9
U13740,2026-01-30,0,1,55.5
U13746,2026-01-30,6,2,8.5
U13755,2026-01-30,0,4,29.8
U13760,2026-01-30,2,2,47.2
U13772,2026-01-30,17,2,36.5
U13773,2026-01-30,3,1,20.9
U13783,2026-01-30,1,3,18.7
U13786,2026-01-30,14,2,82.8
U13821,2026-01-30,4,3,38.2
U13849,2026-01-30,21,2,32.9
U13852,2026-01-30,0,4,39.8
U13881,2026-01-30,14,2,23.5
U13889,2026-01-30,26,2,10.3
U13894,2026-01-30,0,2,47.5
U13895,2026-01-30,0,4,53.3
U13898,2026-01-30,7,1,28.0
U13911,2026-01-30,8,2,88.2
U13927,2026-01-30,23,2,35.2
U13936,2026-01-30,21,2,36.9
U13938,2026-01-30,2,3,18.2
U13943,2026-01-30,11,5,42.9
U13947,2026-01-30,3,4,76.9
U13950,2026-01-30,5,3,46.9
U13951,2026-01-30,1,2,56.1
U13967,2026-01-30,0,2,5.9
U13969,2026-01-30,8,1,23.7
U13984,2026-01-30,8,1,17.5
U13991,2026-01-30,19,1,27.5
U14008,2026-01-30,8,2,20.4
U14009,2026-01-30,12,2,30.2
U14031,2026-01-30,17,1,32.6
U14037,2026-01-30,1,1,32.2
U14048,2026-01-30,6,1,31.0
U14051,2026-01-30,20,3,37.9
U14067,2026-01-30,0,2,15.1
U14079,2026-01-30,24,3,25.5
U14081,2026-01-30,3,1,30.2
U14087,2026-01-30,22,3,27.1
U14090,2026-01-30,29,1,41.6
U14094,2026-01-30,4,3,17.5
U14100,2026-01-30,3,2,26.0
U14127,2026-01-30,0,2,6.0
U14131,2026-01-30,14,1,6.8
U14132,2026-01-30,9,2,99.4
U14137,2026-01-30,22,4,37.7
U14155,2026-01-30,2,2,54.0
U14159,2026-01-30,24,1,7.7
U14164,2026-01-30,7,2,14.7
U14168,2026-01-30,24,7,41.2
U14175,2026-01-30,28,2,32.2
U14193,2026-01-30,13,2,127.0
U14207,2026-01-30,20,2,28.6
U14222,2026-01-30,27,3,20.7
U14223,2026-01-30,0,2,28.2
U14230,2026-01-30,0,3,25.8
U14237,2026-01-30,4,2,11.2
U14243,2026-01-30,10,2,26.2
U14245,2026-01-30,5,1,47.2
U14255,2026-01-30,1,2,14.0
U14260,2026-01-30,19,2,79.0
U14266,2026-01-30,14,2,56.4
U14275,2026-01-30,8,2,8.1
U14277,2026-01-30,10,1,12.7
U14281,2026-01-30,11,1,43.2
U14291,2026-01-30,24,1,14.0
U14294,2026-01-30,17,2,5.1
U14301,2026-01-30,19,1,70.7
U14311,2026-01-30,10,3,105.6
U14323,2026-01-30,24,1,34.9
U14349,2026-01-30,3,3,51.3
U14352,2026-01-30,3,1,26.3
U14354,2026-01-30,18,2,13.5
U14369,2026-01-30,22,1,29.6
U14379,2026-01-30,0,1,43.6
U14406,2026-01-30,5,1,21.0
U14412,2026-01-30,3,2,14.0
U14427,2026-01-30,0,3,19.3
U14435,2026-01-30,2,3,12.5
U14436,2026-01-30,21,3,25.9
U14438,2026-01-30,24,1,41.6
U14442,2026-01-30,20,2,15.0
U14453,2026-01-30,0,1,7.4
U14454,2026-01-30,1,1,33.0
U14455,2026-01-30,15,2,13.3
U14456,2026-01-30,9,2,18.8
U14462,2026-01-30,0,4,49.0
U14471,2026-01-30,0,3,20.7
U14478,2026-01-30,19,2,23.6
U14481,2026-01-30,5,2,19.5
U14482,2026-01-30,10,2,10.2
U14493,2026-01-30,6,4,39.2
U14495,2026-01-30,11,2,47.7
U14500,2026-01-30,2,3,38.6
U14508,2026-01-30,2,2,31.8
U14519,2026-01-30,3,2,52.6
U14531,2026-01-30,17,2,12.3
U14542,2026-01-30,21,2,15.2
U14543,2026-01-30,1,4,59.4
U14549,2026-01-30,13,1,27.4
U14555,2026-01-30,3,1,56.6
U14579,2026-01-30,2,2,19.0
U14585,2026-01-30,22,2,33.8
U14587,2026-01-30,3,3,41.8
U14597,2026-01-30,23,2,17.1
U14605,2026-01-30,12,3,8.4
U14637,2026-01-30,0,2,25.8
U14638,2026-01-30,19,2,8.7
U14646,2026-01-30,0,3,36.7
U14648,2026-01-30,0,1,49.2
U14664,2026-01-30,24,2,37.8
U14666,2026-01-30,15,2,8.1
U14672,2026-01-30,8,4,32.3
U14681,2026-01-30,0,2,87.6
U14690,2026-01-30,1,3,49.7
U14692,2026-01-30,11,2,40.1
U14693,2026-01-30,22,4,27.0
U14718,2026-01-30,2,2,6.4
U14719,2026-01-30,17,1,96.9
U14728,2026-01-30,9,1,56.8
U14731,2026-01-30,17,1,18.6
U14740,2026-01-30,18,4,25.7
U14741,2026-01-30,1,1,21.8
U14761,2026-01-30,8,2,39.9
U14766,2026-01-30,14,2,12.6
U14771,2026-01-30,2,4,29.4
U14791,2026-01-30,27,2,29.4
U14799,2026-01-30,1,3,30.5
U14807,2026-01-30,10,2,13.8
U14813,2026-01-30,10,4,47.6
U14837,2026-01-30,5,2,43.9
U14839,2026-01-30,5,1,40.2
U14855,2026-01-30,19,2,10.7
U14859,2026-01-30,2,1,36.3
U14878,2026-01-30,3,2,45.1
U14897,2026-01-30,12,1,40.5
U14915,2026-01-30,0,3,37.3
U14921,2026-01-30,18,3,34.4
U14929,2026-01-30,13,3,25.5
U14931,2026-01-30,24,2,10.8
U14938,2026-01-30,2,2,27.4
U14958,2026-01-30,15,1,20.4
U14979,2026-01-30,18,3,32.2
U14990,2026-01-30,20,2,46.1
U14994,2026-01-30,21,4,33.3
U14996,2026-01-30,0,1,24.5
U14997,2026-01-30,6,3,24.2
U14998,2026-01-30,26,2,18.1
U15000,2026-01-30,5,2,36.3
U15007,2026-01-30,1,1,29.6
U15011,2026-01-30,29,3,12.6
U15020,2026-01-30,16,1,41.9
U15022,2026-01-30,9,1,47.5
U15032,2026-01-30,8,1,20.1
U15041,2026-01-30,12,2,8.3
U15047,2026-01-30,4,2,6.7
U15050,2026-01-30,27,2,47.8
U15052,2026-01-30,4,2,78.2
U15068,2026-01-30,6,3,21.7
U15089,2026-01-30,6,1,16.5
U15092,2026-01-30,0,1,25.9
U15094,2026-01-30,0,3,11.4
U15122,2026-01-30,6,1,118.9
U15133,2026-01-30,14,3,87.6
U15140,2026-01-30,18,3,62.3
U15147,2026-01-30,1,2,1.0
U15150,2026-01-30,22,2,52.5
U15155,2026-01-30,29,1,20.6
U15169,2026-01-30,12,1,22.8
U15173,2026-01-30,1,2,31.7
U15202,2026-01-30,12,3,35.3
U15219,2026-01-30,12,1,10.4
U15224,2026-01-30,5,2,20.0
U15226,2026-01-30,0,2,28.7
U15229,2026-01-30,1,2,11.4
U15230,2026-01-30,10,2,15.8
U15253,2026-01-30,2,4,85.3
U15256,2026-01-30,1,3,23.2
U15257,2026-01-30,2,1,32.6
U15259,2026-01-30,8,3,36.8
U15264,2026-01-30,0,1,35.1
U15277,2026-01-30,27,2,25.1
U15281,2026-01-30,28,3,35.8
U15294,2026-01-30,16,1,52.1
U15296,2026-01-30,8,1,21.3
U15299,2026-01-30,2,4,19.7
U15304,2026-01-30,6,3,25.3
U15306,2026-01-30,4,3,22.6
U15319,2026-01-30,14,3,27.0
U15328,2026-01-30,0,2,38.5
U15332,2026-01-30,27,3,11.9
U15337,2026-01-30,6,3,26.7
U15354,2026-01-30,2,2,11.4
U15378,2026-01-30,6,1,15.3
U15380,2026-01-30,6,3,12.3
U15385,2026-01-30,28,3,19.3
U15396,2026-01-30,14,6,71.4
U15410,2026-01-30,0,2,88.0
U15420,2026-01-30,8,1,27.1
U15429,2026-01-30,6,1,8.0
U15438,2026-01-30,5,3,59.9
U15439,2026-01-30,6,2,17.9
U15444,2026-01-30,19,3,23.5
U15446,2026-01-30,5,2,15.9
U15453,2026-01-30,0,1,27.8
U15464,2026-01-30,24,4,18.7
U15471,2026-01-30,1,1,20.4
U15485,2026-01-30,5,2,48.4
U15491,2026-01-30,21,4,76.2
U15495,2026-01-30,13,1,36.7
U15498,2026-01-30,13,2,47.0
U15513,2026-01-30,5,3,24.0
U15522,2026-01-30,1,3,34.7
U15528,2026-01-30,29,3,35.4
U15534,2026-01-30,12,2,25.8
U15538,2026-01-30,0,1,0.6
U15550,2026-01-30,18,2,27.0
U15552,2026-01-30,29,1,2.0
U15554,2026-01-30,13,1,18.2
U15555,2026-01-30,12,3,53.6
U15565,2026-01-30,20,2,27.6
U15568,2026-01-30,1,3,27.9
U15569,2026-01-30,11,2,87.3
U15573,2026-01-30,7,1,55.2
U15584,2026-01-30,2,1,25.2
U15588,2026-01-30,17,2,25.5
U15596,2026-01-30,3,2,37.8
U15602,2026-01-30,0,3,11.4
U15622,2026-01-30,2,2,8.3
U15645,2026-01-30,4,3,16.1
U15657,2026-01-30,27,1,4.7
U15658,2026-01-30,8,4,10.9
U15664,2026-01-30,15,2,47.0
U15669,2026-01-30,15,3,25.0
U15676,2026-01-30,0,5,20.8
U15682,2026-01-30,10,1,45.1
U15684,2026-01-30,4,2,35.4
U15692,2026-01-30,11,1,65.6
U15693,2026-01-30,1,4,61.1
U15700,2026-01-30,23,2,60.6
U15710,2026-01-30,15,1,9.6
U15721,2026-01-30,23,1,42.9
U15733,2026-01-30,1,2,28.0
U15749,2026-01-30,2,2,41.8
U15767,2026-01-30,0,3,27.4
U15769,2026-01-30,3,1,43.5
U15774,2026-01-30,18,1,22.1
U15782,2026-01-30,2,2,55.6
U15784,2026-01-30,14,2,43.8
U15785,2026-01-30,29,1,15.3
U15795,2026-01-30,29,2,26.0
U15798,2026-01-30,24,2,30.0
U15805,2026-01-30,3,1,32.7
U15827,2026-01-30,18,1,28.9
U15838,2026-01-30,23,1,7.6
U15840,2026-01-30,5,4,79.0
U15856,2026-01-30,2,2,11.4
U15874,2026-01-30,5,3,81.6
U15882,2026-01-30,1,1,51.6
U15888,2026-01-30,9,5,28.3
U15904,2026-01-30,26,1,13.0
U15915,2026-01-30,21,1,26.2
U15918,2026-01-30,21,3,18.6
U15925,2026-01-30,12,3,71.5
U15944,2026-01-30,0,3,24.0
U15970,2026-01-30,8,5,36.7
U15984,2026-01-30,8,2,74.7
U15989,2026-01-30,1,1,45.0
U15995,2026-01-30,1,2,18.4
U15996,2026-01-30,0,3,7.9
U15998,2026-01-30,22,5,20.7
U16000,2026-01-30,3,2,7.1
U16001,2026-01-30,0,1,42.2
U16002,2026-01-30,0,2,14.4
U16020,2026-01-30,0,3,38.5
U16027,2026-01-30,12,3,36.7
U16031,2026-01-30,0,3,19.1
U16034,2026-01-30,15,1,10.8
U16075,2026-01-30,16,1,17.3
U16103,2026-01-30,4,1,18.4
U16110,2026-01-30,18,4,50.7
U16112,2026-01-30,22,1,54.3
U16115,2026-01-30,0,4,21.0
U16127,2026-01-30,16,2,31.2
U16135,2026-01-30,0,2,71.8
U16141,2026-01-30,5,1,42.0
U16142,2026-01-30,25,3,14.9
U16154,2026-01-30,24,1,20.7
U16157,2026-01-30,25,1,19.8
U16159,2026-01-30,9,3,25.4
U16160,2026-01-30,5,3,31.7
U16162,2026-01-30,0,1,39.0
U16167,2026-01-30,0,2,3.9
U16177,2026-01-30,22,1,40.3
U16180,2026-01-30,0,3,49.7
U16182,2026-01-30,10,1,24.1
U16191,2026-01-30,8,1,4.8
U16200,2026-01-30,2,3,5.6
U16209,2026-01-30,28,2,18.1
U16213,2026-01-30,1,6,61.2
U16214,2026-01-30,2,4,8.0
U16237,2026-01-30,15,2,34.0
U16242,2026-01-30,18,1,31.0
U16243,2026-01-30,14,2,39.2
U16260,2026-01-30,5,1,14.0
U16272,2026-01-30,12,2,13.9
U16274,2026-01-30,0,2,29.3
U16278,2026-01-30,0,4,37.7
U16283,2026-01-30,0,1,28.4
U16291,2026-01-30,3,1,43.1
U16295,2026-01-30,5,4,29.3
U16296,2026-01-30,23,1,65.6
U16298,2026-01-30,13,1,14.2
U16306,2026-01-30,2,2,49.8
U16321,2026-01-30,4,1,55.0
U16353,2026-01-30,24,4,37.7
U16369,2026-01-30,29,3,33.5
U16404,2026-01-30,2,2,19.9
U16405,2026-01-30,29,4,26.3
U16412,2026-01-30,9,1,35.6
U16428,2026-01-30,23,1,46.7
U16459,2026-01-30,3,2,69.1
U16465,2026-01-30,9,1,20.3
U16471,2026-01-30,0,2,16.0
U16473,2026-01-30,8,3,10.8
U16477,2026-01-30,12,5,29.4
U16494,2026-01-30,1,1,87.0
U16497,2026-01-30,5,1,47.3
U16503,2026-01-30,4,1,51.5
U16533,2026-01-30,0,1,47.7
U16536,2026-01-30,17,1,55.7
U16541,2026-01-30,20,3,20.6
U16544,2026-01-30,0,2,31.2
U16546,2026-01-30,21,4,82.0
U16562,2026-01-30,15,4,35.1
U16569,2026-01-30,9,2,5.4
U16570,2026-01-30,26,2,50.0
U16572,2026-01-30,21,2,42.2
U16576,2026-01-30,13,2,17.9
U16581,2026-01-30,15,2,14.4
U16632,2026-01-30,10,1,13.8
U16638,2026-01-30,4,1,102.3
U16641,2026-01-30,2,2,54.6
U16643,2026-01-30,13,2,35.0
U16650,2026-01-30,21,2,27.3
U16656,2026-01-30,18,3,25.4
U16662,2026-01-30,14,2,18.1
U16664,2026-01-30,15,1,59.0
U16683,2026-01-30,0,3,42.4
U16698,2026-01-30,14,1,53.5
U16717,2026-01-30,6,1,9.1
U16723,2026-01-30,27,1,40.5
U16727,2026-01-30,22,1,29.8
U16746,2026-01-30,25,3,23.7
U16754,2026-01-30,5,2,11.6
U16758,2026-01-30,9,1,22.7
U16762,2026-01-30,0,2,2.4
U16800,2026-01-30,0,2,24.3
U16801,2026-01-30,1,2,76.7
U16805,2026-01-30,0,4,36.7
U16822,2026-01-30,0,4,41.2
U16824,2026-01-30,27,1,13.6
U16830,2026-01-30,2,2,20.5
U16837,2026-01-30,2,1,59.0
U16846,2026-01-30,0,2,39.4
U16857,2026-01-30,4,1,20.7
U16866,2026-01-30,0,2,24.6
U16873,2026-01-30,6,1,25.8
U16874,2026-01-30,0,2,100.8
U16880,2026-01-30,15,2,4.0
U16886,2026-01-30,5,2,38.4
U16888,2026-01-30,20,3,40.3
U16894,2026-01-30,19,2,54.6
U16899,2026-01-30,2,1,55.0
U16901,2026-01-30,3,3,24.0
U16903,2026-01-30,14,1,16.5
U16904,2026-01-30,17,1,60.6
U16906,2026-01-30,3,1,26.9
U16917,2026-01-30,2,2,85.0
U16936,2026-01-30,8,2,43.4
U16950,2026-01-30,1,1,5.9
U16958,2026-01-30,22,1,44.3
U16962,2026-01-30,8,2,34.3
U16977,2026-01-30,13,1,18.1
U16987,2026-01-30,0,3,7.9
U16988,2026-01-30,0,2,13.9
U17007,2026-01-30,5,1,17.2
U17013,2026-01-30,4,2,162.2
U17015,2026-01-30,0,1,102.5
U17017,2026-01-30,0,3,27.7
U17020,2026-01-30,22,2,18.5
U17022,2026-01-30,9,3,42.5
U17027,2026-01-30,7,1,42.1
U17028,2026-01-30,5,2,10.2
U17033,2026-01-30,0,2,39.9
U17066,2026-01-30,22,2,12.5
U17076,2026-01-30,3,1,22.1
U17087,2026-01-30,5,2,35.9
U17091,2026-01-30,13,1,23.5
U17097,2026-01-30,12,2,60.1
U17118,2026-01-30,3,1,61.0
U17128,2026-01-30,0,2,22.1
U17155,2026-01-30,13,2,32.2
U17158,2026-01-30,2,1,12.8
U17168,2026-01-30,11,1,35.1
U17173,2026-01-30,13,1,43.2
U17174,2026-01-30,27,1,21.9
U17183,2026-01-30,1,1,40.7
U17187,2026-01-30,1,3,24.8
U17191,2026-01-30,0,1,31.6
U17193,2026-01-30,20,2,12.3
U17219,2026-01-30,0,1,2.1
U17224,2026-01-30,22,2,24.1
U17236,2026-01-30,7,1,18.7
U17247,2026-01-30,28,4,20.1
U17268,2026-01-30,8,2,43.2
U17269,2026-01-30,0,1,28.1
U17281,2026-01-30,25,2,16.7
U17282,2026-01-30,27,1,6.8
U17291,2026-01-30,28,2,31.8
U17315,2026-01-30,1,3,35.8
U17330,2026-01-30,2,1,52.2
U17336,2026-01-30,18,2,16.2
U17345,2026-01-30,0,1,70.9
U17354,2026-01-30,14,3,20.6
U17357,2026-01-30,27,5,30.3
U17362,2026-01-30,12,2,38.3
U17366,2026-01-30,0,1,18.6
U17369,2026-01-30,4,5,7.6
U17370,2026-01-30,1,2,28.5
U17373,2026-01-30,3,2,14.3
U17380,2026-01-30,27,3,18.5
U17388,2026-01-30,11,2,12.0
U17435,2026-01-30,7,1,27.4
U17438,2026-01-30,3,3,80.1
U17442,2026-01-30,21,1,9.2
U17459,2026-01-30,20,1,28.7
U17461,2026-01-30,0,1,50.5
U17464,2026-01-30,10,3,57.3
U17467,2026-01-30,20,4,81.5
U17498,2026-01-30,18,2,92.6
U17501,2026-01-30,0,3,49.3
U17510,2026-01-30,2,1,15.5
U17514,2026-01-30,9,1,36.9
U17536,2026-01-30,8,1,35.7
U17539,2026-01-30,20,3,15.7
U17551,2026-01-30,3,1,11.3
U17558,2026-01-30,0,3,59.6
U17564,2026-01-30,8,3,60.2
U17581,2026-01-30,6,2,47.7
U17591,2026-01-30,1,3,20.6
U17621,2026-01-30,27,3,4.1
U17627,2026-01-30,6,2,28.4
U17631,2026-01-30,6,3,48.0
U17639,2026-01-30,6,3,0.9
U17670,2026-01-30,1,1,8.6
U17682,2026-01-30,14,3,31.9
U17684,2026-01-30,8,3,19.6
U17691,2026-01-30,0,1,23.4
U17720,2026-01-30,22,2,17.2
U17728,2026-01-30,25,3,7.9
U17751,2026-01-30,15,1,13.1
U17754,2026-01-30,1,1,8.4
U17757,2026-01-30,0,2,8.5
U17759,2026-01-30,13,1,38.3
U17766,2026-01-30,15,1,15.3
U17767,2026-01-30,27,1,10.3
U17770,2026-01-30,1,5,34.2
U17782,2026-01-30,2,4,34.0
U17797,2026-01-30,6,1,19.2
U17820,2026-01-30,10,1,20.4
U17847,2026-01-30,0,2,16.7
U17860,2026-01-30,0,1,39.8
U17902,2026-01-30,20,2,41.8
U17909,2026-01-30,3,5,11.1
U17928,2026-01-30,20,3,27.3
U17939,2026-01-30,0,2,31.3
U17947,2026-01-30,9,1,23.7
U17960,2026-01-30,2,1,60.4
U17990,2026-01-30,23,5,12.2
U18010,2026-01-30,2,2,27.1
U18016,2026-01-30,0,3,15.0
U18046,2026-01-30,28,2,24.2
U18071,2026-01-30,22,2,32.9
U18074,2026-01-30,6,1,21.1
U18086,2026-01-30,14,2,112.9
U18097,2026-01-30,15,2,14.5
U18098,2026-01-30,17,1,58.8
U18106,2026-01-30,6,2,27.4
U18112,2026-01-30,20,1,6.7
U18114,2026-01-30,24,1,106.3
U18139,2026-01-30,17,2,36.7
U18140,2026-01-30,9,3,24.8
U18149,2026-01-30,26,1,21.9
U18164,2026-01-30,1,1,24.5
U18166,2026-01-30,0,2,37.1
U18171,2026-01-30,19,2,34.2
U18175,2026-01-30,4,2,23.0
U18178,2026-01-30,16,1,32.4
U18181,2026-01-30,1,3,45.4
U18182,2026-01-30,14,2,82.1
U18188,2026-01-30,21,1,53.9
U18192,2026-01-30,9,1,63.4
U18193,2026-01-30,2,1,79.0
U18204,2026-01-30,19,3,22.1
U18210,2026-01-30,18,1,48.3
U18217,2026-01-30,24,1,43.6
U18227,2026-01-30,11,3,37.3
U18233,2026-01-30,0,3,25.5
U18234,2026-01-30,1,1,14.5
U18240,2026-01-30,3,2,18.7
U18264,2026-01-30,1,2,12.6
U18266,2026-01-30,1,2,13.4
U18267,2026-01-30,12,3,49.2
U18282,2026-01-30,0,2,14.4
U18285,2026-01-30,17,2,37.4
U18286,2026-01-30,1,1,22.5
U18289,2026-01-30,2,1,26.3
U18293,2026-01-30,0,2,13.1
U18305,2026-01-30,3,2,7.7
U18336,2026-01-30,11,1,14.3
U18347,2026-01-30,13,3,23.5
U18349,2026-01-30,29,2,21.4
U18351,2026-01-30,2,1,65.8
U18367,2026-01-30,4,2,21.6
U18370,2026-01-30,7,2,51.9
U18376,2026-01-30,2,2,63.1
U18382,2026-01-30,1,2,27.6
U18383,2026-01-30,4,1,50.1
U18384,2026-01-30,15,2,30.3
U18394,2026-01-30,5,3,90.5
U18403,2026-01-30,0,2,31.4
U18406,2026-01-30,12,2,69.9
U18408,2026-01-30,5,2,30.8
U18412,2026-01-30,22,2,47.8
U18418,2026-01-30,4,1,17.3
U18425,2026-01-30,1,4,9.5
U18435,2026-01-30,18,1,5.1
U18443,2026-01-30,1,1,42.8
U18455,2026-01-30,0,1,30.9
U18465,2026-01-30,8,2,19.9
U18473,2026-01-30,6,2,36.6
U18481,2026-01-30,20,3,21.1
U18484,2026-01-30,0,1,24.5
U18491,2026-01-30,13,2,22.0
U18510,2026-01-30,0,3,55.7
U18515,2026-01-30,5,1,90.4
U18524,2026-01-30,0,2,16.7
U18525,2026-01-30,0,2,33.8
U18527,2026-01-30,19,2,72.5
U18531,2026-01-30,16,1,5.7
U18538,2026-01-30,2,1,27.3
U18554,2026-01-30,3,2,37.6
U18567,2026-01-30,0,3,50.0
U18588,2026-01-30,17,2,12.0
U18592,2026-01-30,11,4,7.3
U18593,2026-01-30,0,1,8.6
U18623,2026-01-30,1,4,29.9
U18626,2026-01-30,29,1,18.6
U18632,2026-01-30,29,1,48.4
U18636,2026-01-30,10,3,5.2
U18640,2026-01-30,2,1,23.2
U18654,2026-01-30,27,2,17.0
U18704,2026-01-30,4,1,22.6
U18711,2026-01-30,5,3,26.9
U18721,2026-01-30,0,1,58.6
U18730,2026-01-30,3,1,30.2
U18747,2026-01-30,19,1,19.6
U18750,2026-01-30,6,2,8.7
U18751,2026-01-30,0,1,18.9
U18759,2026-01-30,0,1,36.0
U18761,2026-01-30,10,1,45.6
U18771,2026-01-30,0,1,27.4
U18789,2026-01-30,0,2,8.4
U18794,2026-01-30,16,1,58.0
U18796,2026-01-30,19,1,22.8
U18815,2026-01-30,14,2,26.2
U18820,2026-01-30,15,3,27.3
U18822,2026-01-30,28,2,41.2
U18829,2026-01-30,16,2,56.4
U18840,2026-01-30,20,1,10.0
U18849,2026-01-30,0,3,23.0
U18867,2026-01-30,15,3,20.7
U18870,2026-01-30,12,3,11.0
U18900,2026-01-30,6,5,28.5
U18908,2026-01-30,21,2,91.1
U18916,2026-01-30,13,4,35.4
U18942,2026-01-30,24,2,50.5
U18944,2026-01-30,8,3,31.6
U18953,2026-01-30,19,3,36.5
U18956,2026-01-30,0,2,27.8
U18965,2026-01-30,10,2,11.5
U18967,2026-01-30,17,2,22.7
U18974,2026-01-30,0,2,20.7
U18983,2026-01-30,7,1,6.6
U18989,2026-01-30,29,2,8.3
U18998,2026-01-30,8,1,82.9
U19003,2026-01-30,5,2,28.2
U19022,2026-01-30,5,2,6.5
U19026,2026-01-30,4,3,18.8
U19044,2026-01-30,0,2,45.3
U19045,2026-01-30,8,2,74.3
U19051,2026-01-30,0,2,39.8
U19063,2026-01-30,1,1,39.5
U19071,2026-01-30,0,2,17.0
U19072,2026-01-30,6,1,21.4
U19077,2026-01-30,22,2,13.6
U19078,2026-01-30,22,3,14.7
U19085,2026-01-30,4,2,24.9
U19095,2026-01-30,2,3,41.2
U19108,2026-01-30,5,3,26.1
U19111,2026-01-30,1,3,43.4
U19115,2026-01-30,4,2,27.3
U19121,2026-01-30,10,2,26.6
U19127,2026-01-30,29,3,9.4
U19132,2026-01-30,16,2,24.2
U19136,2026-01-30,2,1,16.8
U19137,2026-01-30,4,1,19.7
U19139,2026-01-30,8,1,29.5
U19156,2026-01-30,3,3,14.5
U19161,2026-01-30,7,2,58.0
U19172,2026-01-30,1,2,31.2
U19179,2026-01-30,25,1,5.1
U19180,2026-01-30,12,2,79.9
U19186,2026-01-30,0,2,23.5
U19194,2026-01-30,0,3,44.3
U19208,2026-01-30,24,3,28.7
U19211,2026-01-30,18,1,38.4
U19213,2026-01-30,0,2,40.0
U19221,2026-01-30,11,2,6.6
U19227,2026-01-30,0,2,107.9
U19231,2026-01-30,6,1,45.7
U19235,2026-01-30,11,1,21.5
